""
|"Клиент УК"|"Зарегистрированный клиент УК"||||"Зарегистрированный клиент УК"|"Зарегистрированный клиент УК"|||"Зарегистрированный клиент УК"|"Администратор сайта"|"Зарегистрированный клиент УК"|"Сотрудник  УК"|"Зарегистрированный клиент УК"|"Сотрудник  УК"|"Сотрудник УК"|"Зарегистрированный клиент УК"|"Любой пользователь"|"Администратор сайта"|"Администратор сайта"|"Администратор сайта"|
""
|"Регистрироваться на сайте"|"Управление ЛК"||||"Дать показания счётчиков"|"Управление счетами"|||"Заявки на услуги"||||"Обращения в УК"||"Объявления УК для клиентов "||"Информация о сайте"||"Список пользователей сисетмы"|"Управлять работой сайта"|
""
|"Зарегистрироваться на сайте"|"Войти в ЛК"|"Редактировать профиль"|"Настроить рассылку по e-mail"|"Посмотреть уведомления ЛК"|"Дать показания счётчиков"|"Получить счёт"|"Посмтреть счета"|"Оплатить счета"|"Посмотреть каталог услуг"|"редактировать каталог услуг"|"Оформить заявку на услугу"|"Получить заявку"|"Оформить обращение"|"Получить обращение"|"Разослать объявления"|"Посмотреть объявления"|"Редактировать информацию об УК"|"Управлять списком сотрудников УК "|"Управлять списком пользователей"|"Управлять работой сайта"|

""
|"Форма регистрации"|"Войти в ЛК по Л/С и пароль"|"Редаткировать данные профиля"|"Дублировать все счета по e-mail"|"Получить уведомление в ЛК об изменении статуса заявки"|"Дать показания по э/э"|"Получить счёт в ЛК"|"Посмотреть не оплаченные счета"|"Оплатить счёт через сервис онлайн-оплаты"|"Каталог услуг по категориям"|"Редактировать каталог услуг"|"Заполнить форму заявки"|"Получить заявку на услугу в своем аккаунте"|"Заполнить форму обращения"|"Получить обращение в своем аккаунте"|"Заполнить форму объявления"|"Посмотреть объявление в ЛК"|"Посмотреть адрес, график работы"|"Редактировать информацию об УК"|"Добавлять новых сотрудников УК"|"Просматривать log-и"|
|"Подтверждение регистрации через e-mail"|"Выслать  на e-mail пароль для сброса"|" Подстверждение e-mail при его изменении"|"Отключить рассылку по e-mail"|"Получить уведомление в ЛК об изменении статуса обращения"|"Дать показания по ХВС"|"Скачать счёт в PDF"|"Выбрать год за который посмотреть счет"||"Цены на услуги"||"Получить счёт на оплату"|"Скачать заявку в формате PDF"|"Посмотреть статус обращения"|"Скачать обращение в формате PDF"|"Прикрепить файл формата PDF"||"Посмотреть инфо об учредительных документах"|"Редактировать инфо о фин.отчётности"|"Удалять  ЛК при смене владельца квартиры"|
||"Выйти из ЛК"|"Поменять пароль"||"Получить уведомление в ЛК о новом счёте"|"Дать показания ГВС"||"Выбрать месяц"||||"Посмотреть статус заявки"|"Редактировать статус заявки"||"Посмотреть статус"|"Прикрепить файл формата jpeg"||"Посмотреть финансовую открытую отчётность"|"Редактировать новости компании"|"Удалять  сотрудников УК"|
|||||"Получить уведомление в ЛК о новом объявлении от УК"|||||||||||||"Посмотреть новости компании"||

"Release 2"
||||||||||||||"Прикрепить файл jpeg"||||"Посмотреть адрес на Яндекс.карте"
||||||||||||||"Прикрепить файл heic"||||"Перейти на Яндекс.карту для построения машрута"
||||||||||||||"Прикрепить файл pdf"|



